"transferred_to_FWSpecies_date","transfer_notes","Valid_in_Gbif_refuge_YY_NN_","Found_in_FWSpecies_Y_N_","Category","Scientific_Name","rank","Origin","authority","TSN","accepted_tsn","accepted_latin","duplicate","usage","unaccept_reason","comments","vernacularName","dateFirstObserved","extirpated","inaturalistobs","arctosGUID","notes_distribution","notes_taxonomic","notes_biology","kingdom","division","phylum","class","Order","suborder","Family","subfamily","genus","evidence_URL"
"","","YN","Y","Lichens","Peltigera chionophila","Species","Native","Goward & Goffinet (Goward & Goffinet 2000)","-609882",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","Not found outside of (https://lichenportal.org/cnalh/collections/individual/index.php?occid=3426184&clid=0).","N?","N","Lichens","Peltigera conspersa","Species","Native","","-618599",NA,"",NA,"not accepted","not reviewed, USFWS record","newly described species - no authority yet, no common name.","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","","YN","Y","Lichens","Peltigera extenuata","Species","Native","","-618600",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","","YN","Y","Lichens","Peltigera lactucifolia","Species","Native","(With.) J. R. Laundon","-613120",NA,"",NA,"not accepted","not reviewed, USFWS record","Peltigera hymenina (Ach.) Delise. is synonym.","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","Closest is 'Peltigera malacea' or 'Cladonia macilenta' (google)","N?","N","Lichens","Peltigera macilenta","Species","Native","","-618601",NA,"",NA,"not accepted","not reviewed, USFWS record","newly described species - no authority yet, no common name.","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","","YN","Y","Lichens","Peltigera monticola","Species","Native","","-618602",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","Closest is 'Phaeophyscia orbicularis' (google)","N?","N","Lichens","Peltigera orbicularis","Species","Native","","-618604",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","Closest was 'Anabaena sphaerica' mentioned here (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3746887/)","N?","N","Lichens","Peltigera sphaerica","Species","Native","","-618605",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Peltigera",NA
"","","YN","Y","Lichens","Solorina crocea","Species","Native","(L.) Ach.","-610774",NA,"",NA,"not accepted","not reviewed, USFWS record","","chocolate chip lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Peltigerineae","Peltigeraceae","","Solorina",NA
"","","YN","Y","Lichens","Buellia arborea","Species","Native","Coppins & Tønsberg 1992","-618578",NA,"",NA,"not accepted","not reviewed, USFWS record","","disc lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Physciaceae","","Buellia",NA
"","","YN","Y","Lichens","Rinodina endospora","Species","Native","","-618610",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Physciaceae","","Rinodina",NA
"","","YN","Y","Lichens","Rinodina flavosoralifera","Species","Native","Tønsberg 1992","-618611",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Physciaceae","","Rinodina",NA
"","","YN","Y","Lichens","Rinodina griseosoralifera","Species","Native","Coppins (Tønsberg 1993a)","-610629",NA,"",NA,"not accepted","not reviewed, USFWS record","Rinodina griseosoralifera Coppins is updated authority.","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Physciaceae","","Rinodina",NA
"","","YN","N","Lichens","Rinodina orculata","Species","Native","","-618612",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Physciaceae","","Rinodina",NA
"","","YN","Y","Lichens","Rinodina sheardii","Species","Native","Tønsberg","-610664",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Physciaceae","","Rinodina",NA
"","","YN","Y","Lichens","Rinodina stictica","Species","Native","Sheard & Tønsberg","-610666",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Physciaceae","","Rinodina",NA
"","","YN","Y","Lichens","Amygdalaria pelobotryon","Species","Native","(Wahlenb.) Norman","-607241",NA,"",NA,"not accepted","not reviewed, USFWS record","","amygdalaria lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Porpidiaceae","","Amygdalaria",NA
"","Spelled 'subdissentiens'.","YN","Y","Lichens","Amygdalaria subdissenticus","Species","Native","","-618572",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Porpidiaceae","","Amygdalaria",NA
"","","YN","N","Lichens","Mycobilimbia sanguineoatra","Species","Native","(Wulfen) Kalb & Hafellner 1992","-618596",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Porpidiaceae","","Mycobilimbia",NA
"","","YN","Y","Lichens","Porpidia flavocaerulescens","Species","Native","(Hornem.) Hertel & A. J. Schwab","-610258",NA,"",NA,"not accepted","not reviewed, USFWS record","","porpidia lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Porpidiaceae","","Porpidia",NA
"","","YN","Y","Lichens","Porpidia thomsonii","Species","Native","Gowan","-610271",NA,"",NA,"not accepted","not reviewed, USFWS record","","Thomson's porpidia lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Porpidiaceae","","Porpidia",NA
"","","YN","Y","Lichens","Cliostomum flavidulum","Species","Native","Hafellner & K. Kalb (Tønsberg 1998)","-608323",NA,"",NA,"not accepted","not reviewed, USFWS record","","cliostomum lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Ramalinaceae","","Cliostomum",NA
"","","YN","Y","Lichens","Rhizocarpon alpicola","Species","Native","(Anzi) Rabenh.","-610508",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Rhizocarpaceae","","Rhizocarpon",NA
"","","YN","Y","Lichens","Rhizocarpon badioatrum","Species","Native","(Flörke ex Sprengel) Th. Fr.","-610514",NA,"",NA,"not accepted","not reviewed, USFWS record","","map lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Rhizocarpaceae","","Rhizocarpon",NA
"","","YN","Y","Lichens","Rhizocarpon eupetraeoides","Species","Native","(Nyl.) Blomb. & Forss.","-610525",NA,"",NA,"not accepted","not reviewed, USFWS record","","map lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Rhizocarpaceae","","Rhizocarpon",NA
"","","YN","Y","Lichens","Rhizocarpon eupetraeum","Species","Native","(Nyl.) Arnold","-610526",NA,"",NA,"not accepted","not reviewed, USFWS record","","map lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Rhizocarpaceae","","Rhizocarpon",NA
"","","YN","Y","Lichens","Rhizocarpon ferax","Species","Native","H. Magn.","-610528",NA,"",NA,"not accepted","not reviewed, USFWS record","","map lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Rhizocarpaceae","","Rhizocarpon",NA
"","","YN","Y","Lichens","Rhizocarpon geographicum","Species","Native","(L.) DC.","-610531",NA,"",NA,"not accepted","not reviewed, USFWS record","","world map lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Rhizocarpaceae","","Rhizocarpon",NA
"","","YN","Y","Lichens","Rhizocarpon grande","Species","Native","(Flörke ex Flotow) Arnold","-610532",NA,"",NA,"not accepted","not reviewed, USFWS record","","big map lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Rhizocarpaceae","","Rhizocarpon",NA
"","","YN","Y","Lichens","Stereocaulon grande","Species","Native","(H. Magn.) H. Magn.","-610837",NA,"",NA,"not accepted","not reviewed, USFWS record","","grand snow lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Stereocaulaceae","","Stereocaulon",NA
"","","YN","Y","Lichens","Stereocaulon tomentosum","Species","Native","Fr.","-610858",NA,"",NA,"not accepted","not reviewed, USFWS record","","tomentose snow lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","Lecanorineae","Stereocaulaceae","","Stereocaulon",NA
"","","YN","Y","Lichens","Lepraria cacuminum","Species","Native","(A. Massal.) Lohtander","-609286",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","","","","Lepraria",NA
"","","YN","Y","Lichens","Lepraria caesioalba","Species","Native","(de Lesd.) J. R. Laundon","-609287",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Lecanorales","","","","Lepraria",NA
"","","YN","Y","Lichens","Trichothelium chloroticum","Species","Native","(Ach.) R. C. Harris (Harris 1995a)","-611079",NA,"",NA,"not accepted","not reviewed, USFWS record","Porina chlorotica is synonym.","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Ostropales","","Porinaceae","","Trichothelium",NA
"","","YN","Y","Lichens","Leprocaulon subalbicans","Species","Native","(Lamb) Lamb & Ward","-609303",NA,"",NA,"not accepted","not reviewed, USFWS record","","mealy lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","Teloschistales","","Leprocaulaceae","","Leprocaulon",NA
"","Nothing found. Closest 'Aspicilia myrinii'. Found in AK, but not in refuge. In FWSp.","N?","N","Lichens","Aspicilia nigrinii","Species","Native","","-618574",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","","Acarosporineae","Hymeneliaceae","","Aspicilia",NA
"","","YN","Y","Lichens","Tremolecia atrata","Species","Native","(Ach.) Hertel","-611072",NA,"",NA,"not accepted","not reviewed, USFWS record","","disc lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","","Acarosporineae","Hymeneliaceae","","Tremolecia",NA
"","","YN","Y","Lichens","Umbilicaria angulata","Species","Native","Tuck.","-611113",NA,"",NA,"not accepted","not reviewed, USFWS record","","navel lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","","","Umbilicariaceae","","Umbilicaria",NA
"","","YN","Y","Lichens","Umbilicaria arctica","Species","Native","(Ach.) Nyl.","-611115",NA,"",NA,"not accepted","not reviewed, USFWS record","","Arctic navel lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","","","Umbilicariaceae","","Umbilicaria",NA
"","","YN","Y","Lichens","Umbilicaria cylindrica","Species","Native","(L.) Delise ex Duby","-611119",NA,"",NA,"not accepted","not reviewed, USFWS record","","cylindric navel lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","","","Umbilicariaceae","","Umbilicaria",NA
"","","YN","Y","Lichens","Umbilicaria krascheninnikovii","Species","Native","(Savicz) Zahlbr.","-611126",NA,"",NA,"not accepted","not reviewed, USFWS record","","Krascheninnikov's navel lichen",NA,NA,NA,"","","","","Fungi","Ascomycota","","Lecanoromycetes","","","Umbilicariaceae","","Umbilicaria",NA
"","","YN","Y","Mammals","Marmota broweri","Species","Native","Hall and Gilmore, 1934","180138",NA,"",NA,"valid","","","Alaska marmot",NA,NA,NA,"","","","","Animalia","","Chordata","Mammalia","Rodentia","Sciuromorpha","Sciuridae","Xerinae","Marmota",NA
"","","","","Molluscs","Pisidium sp.","Species","Native","","-619968",NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"KNWR:Ento:10482, KNWR:Ento:10781","","","","Animalia","","Mollusca","Bivalvia","Veneroida","","Pisidiidae","","Pisidium",NA
"","","YY","N","Molluscs","Deroceras agreste","Species","Alien","(Linnaeus, 1758)","-620161",NA,"",NA,"invalid","not reviewed, USFWS record","","field slug",NA,NA,NA,"","","","","Animalia","","Mollusca","Gastropoda","Stylommatophora","","Limacidae","","Deroceras",NA
"","","YY","N","Other Animals","Placobdella kwetlumye","Species","Native","Oceguera-Figueroa, Kvist, Watson, Sankar, Overstreet and Siddall, 2010","-619913",NA,"",NA,"invalid","not reviewed, USFWS record","{http://dx.doi.org/10.7299/X7959HQT}","",NA,NA,NA,"","","","","Animalia","","Annelida","Hirudinea","Rhynchobdellida","","Glossiphoniidae","Glossiphoniinae","Placobdella",NA
"","","","","Other Animals","Theromyzon sp.","Species","Native","","-620037",NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Annelida","Hirudinea","Rhynchobdellida","","Glossiphoniidae","Theromyzinae","Theromyzon",NA
"","","","","Other Animals","Lumbriculus sp. bold:aag4731","Species","Native","","-620065",NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Annelida","Oligochaeta","Lumbriculida","","Lumbriculidae","","Lumbriculus",NA
"","","","","Other Animals","Lumbriculus sp. bold:ada9314","Species","Native","","-620064",NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Annelida","Oligochaeta","Lumbriculida","","Lumbriculidae","","Lumbriculus",NA
"","","YY","N","Other Animals","Bimastos rubidus","Species","Native","(Savigny, 1826)","-700005",NA,"",NA,"valid","","","",NA,NA,NA,"","","","","Animalia","","Annelida","Oligochaeta","Opistophora","Crassiclitellata","Lumbricidae","","Bimastos",NA
"","","YN","Y","Other Animals","Skrjabinema ovis","Species","Native","","-700003",NA,"",NA,"","","","",NA,NA,NA,"","","","","Animalia","","Nematoda","Secernentea","Ascaridida","","Oxyuridae","","Skrjabinema",NA
"","","YN","Y","Other Animals","Schistocephalus solidus","Species","Native","Müller, 1776","-620069",NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Platyhelminthes","Cestoda","Pseudophyllidea","","Diphyllobothriidae","","Schistocephalus",NA
"","","","","Other Animals","Macrobiotus sp.","Species","Native","","-620128",NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Animalia","","Tardigrada","Eutardigrada","Parachela","","Macrobiotidae","Macrobiotinae","Macrobiotus",NA
"","","YN","N","Other Plants","Schistidium boreale","Species","Native","Poelt","-616443",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Plantae","Bryophyta","","Bryopsida","Grimmiales","","Grimmiaceae","","Schistidium",NA
"","","YN","N","Other Plants","Schistidium frigidum","Species","Native","Blom","-616445",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Plantae","Bryophyta","","Bryopsida","Grimmiales","","Grimmiaceae","","Schistidium",NA
"","","YY","N","Other Plants","Drepanocladus longifolius","Species","Native","(Mitt.) Broth.","-616157",NA,"",NA,"not accepted","not reviewed, USFWS record","","Long-leaved Hook Moss",NA,NA,NA,"","","","","Plantae","Bryophyta","","Bryopsida","Hypnales","","Amblystegiaceae","","Drepanocladus",NA
"","","YN","Y","Other Plants","Plagiochila porelloides","Species","Native","Of American Authors","14632","14631","Plagiochila porelloides",NA,"not accepted","synonym","","",NA,NA,NA,"","","","","Plantae","Bryophyta","","Jungermanniopsida","Jungermanniales","Lophocoleineae","Plagiochilaceae","","Plagiochila",NA
"","","YY","N","Other Plants","Sphagnum alaskense","Species","Native","Andrus & Janssens","-616471",NA,"",NA,"not accepted","not reviewed, USFWS record","","sphagnum",NA,NA,NA,"","","","","Plantae","Bryophyta","","Sphagnopsida","Sphagnales","","Sphagnaceae","","Sphagnum",NA
"","","YY","N","Other Plants","Sphagnum bergianum","Species","Native","Richard E. Andrus","-618347",NA,"",NA,"not accepted","not reviewed, USFWS record","Name after Ed Berg. Found in fen on the west side of Headquarters Lake","Berg's sphagnum",NA,NA,NA,"","","","","Plantae","Bryophyta","","Sphagnopsida","Sphagnales","","Sphagnaceae","","Sphagnum",NA
"","","YY","N","Other Plants","Sphagnum kenaiense","Species","Native","Andrus","-616489",NA,"",NA,"not accepted","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Plantae","Bryophyta","","Sphagnopsida","Sphagnales","","Sphagnaceae","","Sphagnum",NA
"","No physical occurrences listed.","N?","N","Protozoans","Assulina seminulum","Species","Native","","-619986",NA,"",NA,"invalid","not reviewed, USFWS record","","",NA,NA,NA,"","","","","Protozoa","","Protozoa","Filosia","Aconchulinida","Gromiina","Euglyphidae","","Assulina",NA
