Region,Refuge Code,Refuge Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Refuge Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Origin,Origin Tags,Abundance,FWS Tags,Refuge Tags,Internal Refuge Tags,ExternalLinks,State Status
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78512,175128,Active,Aythya collaris,Ring-necked duck,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78515,175130,Active,Aythya marila,Greater scaup,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78513,175129,Active,Aythya valisineria,Canvasback,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,76624,174998,Active,Branta,Brent geese,Nesochen,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,76625,174999,Active,Branta canadensis,Canada goose,Anas canadensis,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,604603,714068,Active,Branta hutchinsii,Cackling goose,Anser hutchinsii,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78526,175140,Active,Bucephala,Goldeneyes,Glaucionetta,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78531,175145,Active,Bucephala albeola,Bufflehead,Glaucionetta albeola,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78527,175141,Active,Bucephala clangula,Common goldeneye,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78530,175144,Active,Bucephala islandica,Barrow's goldeneye,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,77741,175037,Active,Chen,Snow geese,Philacte,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,77742,175038,Active,Chen caerulescens,Snow goose,Anser caerulescens,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78532,175146,Active,Clangula,Oldsquaws,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78533,175147,Active,Clangula hyemalis,Long-tailed duck,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,76609,174984,Active,Cygnus,Swans,Olor,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,76618,174992,Active,Cygnus buccinator,Trumpeter swan,Olor buccinator,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,76612,174987,Active,Cygnus columbianus,Tundra swan,Olor columbianus,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78534,175148,Active,Histrionicus,Harlequin ducks,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78535,175149,Active,Histrionicus histrionicus,Harlequin duck,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78550,175162,Active,Melanitta,Scoters,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78551,175163,Active,Melanitta fusca,White-winged scoter,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78560,175171,Active,Melanitta nigra,Black scoter,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78559,175170,Active,Melanitta perspicillata,Surf scoter,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78574,175184,Active,Mergus,Greater mergansers,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78575,175185,Active,Mergus merganser,Common merganser,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Anseriformes,Anatidae,78577,175187,Active,Mergus serrator,Red-breasted merganser,Mergus serrator serrator,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Apodiformes,,83035,177993,Active,Apodiformes,Hummingbirds,Apodi,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Apodiformes,Trochilidae,83889,178037,Active,Selasphorus,Unidentified selasphorus hummingbird,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Apodiformes,Trochilidae,83893,178040,Active,Selasphorus rufus,Rufous hummingbird,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Apodiformes,Trochilidae,83879,178028,Active,Trochilidae,Unidentified hummingbird,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Alcidae,81923,176995,Active,Brachyramphus,Marbled Murrelets,Brachyrampus,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Alcidae,81924,176996,Active,Brachyramphus marmoratus,Marbled murrelet,Brachyramphus marmoratus maroratum,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Charadriidae,77599,176479,Active,Charadriidae,Stilts,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Charadriidae,77627,176503,Active,Charadrius,Ringed Plovers,Eudromias,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Charadriidae,77630,176506,Active,Charadrius semipalmatus,Semipalmated plover,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Charadriidae,77690,176560,Active,Pluvialis,Golden-Plovers,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Charadriidae,77694,176564,Active,Pluvialis dominica,American golden-plover,Pluvialis dominica dominica,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Charadriidae,265872,554381,Active,Pluvialis fulva,Pacific golden-plover,Pluvialis dominica fulva,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Charadriidae,77697,176567,Active,Pluvialis squatarola,Black-bellied plover,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,80370,176802,Active,Laridae,Puffins,Rynchopidae,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,80371,176803,Active,Larus,Unidentified gull,Gabianus,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,81064,176824,Active,Larus argentatus,Herring gull,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,81073,176832,Active,Larus canus,Mew gull,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,80383,176814,Active,Larus glaucescens,Glaucous-winged gull,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,80374,176806,Active,Rissa,,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,81120,176875,Active,Rissa tridactyla,Black-legged kittiwake,Larus tridactyla,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,81131,176885,Active,Sterna,Typical Terns,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Laridae,81137,176890,Active,Sterna paradisaea,Arctic tern,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79221,176611,Active,Actitis,Spotted Sandpipers,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,631809,726049,Active,Actitis macularius,Spotted sandpiper,Actitis macularia,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,77699,176569,Active,Arenaria,Turnstones,Arenaria,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,77702,176571,Active,Arenaria interpres,Ruddy turnstone,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,77705,176574,Active,Arenaria melanocephala,Black turnstone,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79220,176610,Active,Bartramia longicauda,Upland sandpiper,Tringa longicauda,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79254,176641,Active,Calidris,Stints,Micropalama,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79269,176655,Active,Calidris bairdii,Baird's sandpiper,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79283,176668,Active,Calidris mauri,Western sandpiper,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79267,176653,Active,Calidris melanotos,Pectoral sandpiper,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79270,176656,Active,Calidris minutilla,Least sandpiper,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79282,176667,Active,Calidris pusilla,Semipalmated sandpiper,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,631807,726048,Active,Gallinago delicata,Wilson's snipe,Capella gallinago delicata,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79290,176674,Active,Limnodromus,Unidentified dowitcher,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79291,176675,Active,Limnodromus griseus,Short-billed dowitcher,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79295,176679,Active,Limnodromus scolopaceus,Long-billed dowitcher,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79302,176685,Active,Limosa,Godwits,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79308,176690,Active,Limosa haemastica,Hudsonian godwit,Scolopax haemastica,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79199,176592,Active,Numenius,Curlews,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79206,176599,Active,Numenius phaeopus,Whimbrel,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,80293,176733,Active,Phalaropus,Phalaropes,Steganopus,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,80295,176735,Active,Phalaropus lobatus,Red-necked phalarope,Lobipes lobatus,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,77698,176568,Active,Scolopacidae,"Sandpipers, Snipes",Phalaropodidae,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79224,176614,Active,Tringa,Unidentified redshank/yellowlegs,Heteroscelus,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79231,176620,Active,Tringa flavipes,Lesser yellowlegs,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79229,176619,Active,Tringa melanoleuca,Greater yellowlegs,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Charadriiformes,Scolopacidae,79225,176615,Active,Tringa solitaria,Solitary sandpiper,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Ciconiiformes,,84413,174770,Active,Ciconiiformes,Tube-nosed swimmers,Pterocletes,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Coraciiformes,,83962,178102,Active,Coraciiformes,Kingfishers,Alcedines,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Coraciiformes,Alcedinidae,557628,692682,Active,Cerylinae,,Cerylidae,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Coraciiformes,Alcedinidae,83966,178106,Active,Megaceryle alcyon,Belted kingfisher,Megaceryle alcyon alcyon,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Falconiformes,Falconidae,81846,175598,Active,Falco,Falcons,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Falconiformes,Falconidae,82533,175613,Active,Falco columbarius,Merlin,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Falconiformes,Falconidae,81854,175604,Active,Falco peregrinus,Peregrine falcon,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Falconiformes,Falconidae,81847,175599,Active,Falco rusticolus,Gyrfalcon,Falco rusticolus obsoletus,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Falconiformes,Falconidae,82543,175622,Active,Falco sparverius,American kestrel,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Falconiformes,Falconidae,81841,175593,Active,Falconidae,Caracaras,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Galliformes,,82621,175693,Active,Galliformes,Fowls,Galli,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Bird,2,Galliformes,Phasianidae,83129,175789,Active,Bonasa,Ruffed grouse,,Accepted,No,Approved,Present,,Native,,Unknown,Seasonal Occurrence Uncertain,,,,
